Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Alpha	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
34	-216.44131	97.13418	-27.109367	-383.27917	1002.5	1635.9122	5810.0	0.0	1000.0	563070.0	0.8043857142857143	-20.728355	6.576569	2.923385	-45.84981	113.15026	9.416595	119.05725	12.858776	-1.2207031e-08	-0.013916193	-1.953125e-07	0.110319436	98.58661	-50.430023	45427.33	-1373.4023	0	0	1.4979968	0.0	1.9448004	0.009267634	700000.0	6806.818853139877
35	-247.67253	107.96296	-74.5176	-427.1446	1655.5	1839.1995	5430.0	0.0	1000.0	596180.0	0.8280277777777778	-21.524082	7.9293823	14.338727	-50.16789	97.83287	28.95267	123.61589	-32.525253	-9.155274e-09	-0.012874312	0.0	-0.13535781	111.85611	-60.193233	78679.016	-5937.4766	0	0	1.5296907	0.0	1.9548107	0.008925634	720000.0	7001.710738182068
36	-183.84923	84.97438	-90.44842	-345.94644	1079.5	1723.196	5070.0	0.0	1000.0	617770.0	0.8348243243243243	-22.448624	8.331106	1.7082851	-46.406487	126.0479	38.172024	149.12367	-113.54492	-6.1035155e-09	-0.013565772	-3.90625e-07	-0.092155084	106.104416	-52.55152	41892.668	-4352.715	0	0	1.4839394	0.0	1.9579761	0.008754611	740000.0	7191.712290763855
37	-217.8005	80.99915	-49.995853	-353.7142	1121.0	1629.3491	5660.0	0.0	1000.0	640190.0	0.8423552631578948	-19.884636	5.7447267	2.9057128	-41.078415	93.24594	44.063995	157.35468	-62.77834	1.6021728e-08	-0.013483463	1.3671875e-06	0.07533144	60.08534	-25.620876	46986.777	-5599.0977	0	0	1.4930955	0.0	1.97655	0.0091055725	760000.0	7385.263547420502
38	-204.35123	99.05119	38.5231	-353.48322	1152.0	1638.025	6280.0	0.0	1000.0	663230.0	0.8502948717948718	-20.58087	6.4234915	3.5636337	-42.071655	107.6702	39.72039	162.00116	-147.25842	3.0517577e-09	-0.013616687	3.90625e-07	-0.04922754	117.81597	-45.071182	47813.477	-3337.7188	0	0	1.4846216	0.0	1.9605067	0.00903004	780000.0	7579.888077497482
39	-249.743	97.33217	-86.481575	-418.1296	1423.0	2065.6018	6530.0	0.0	1000.0	691690.0	0.8646125	-21.943233	7.546086	8.045037	-50.09809	106.17365	42.69519	163.40298	-51.42969	-1.373291e-08	-0.014016596	-9.765625e-08	-0.09083526	122.07656	-47.738167	65343.58	-5188.914	0	0	1.4286094	0.0	1.9492313	0.009143479	800000.0	7774.361284017563
40	-239.38818	93.41604	-72.46175	-393.46317	1215.5	1493.9928	4490.0	0.0	1000.0	716000.0	0.8731707317073171	-25.291466	6.8853407	3.8211162	-48.455868	120.39374	46.2259	178.22314	-82.11611	6.1035155e-09	-0.01407742	0.0	0.14467148	105.35732	-42.360886	45004.605	-5389.758	0	0	1.413665	0.0	1.934159	0.009179729	820000.0	7969.504663228989
41	-194.03355	90.8315	-30.271341	-334.49286	632.5	1325.7446	5430.0	0.0	1000.0	728650.0	0.8674404761904762	-21.250875	8.233777	15.841778	-42.027092	113.37005	39.367096	181.05981	-25.123959	1.2207031e-08	-0.013510707	-9.765625e-07	-0.033480078	139.26942	-53.051422	29195.648	-4589.6543	0	0	1.552155	0.0	1.9190056	0.009350932	840000.0	8164.235289812088
42	-201.696	90.16271	-50.352726	-358.8858	680.0	987.4462	3570.0	0.0	1000.0	742250.0	0.8630813953488372	-19.104027	6.264375	15.252173	-46.41035	68.251205	35.757637	182.5172	-70.79803	1.2207031e-08	-0.0118289385	-3.90625e-07	0.013091992	89.040016	-40.965908	22173.49	-3509.6875	0	0	1.6381627	0.0	1.9185275	0.008979035	860000.0	8358.835891485214
43	-257.29013	92.43512	-62.378773	-385.79364	1306.0	1716.0723	6010.0	0.0	1000.0	768370.0	0.8731477272727273	-21.825289	5.786491	2.055565	-45.808968	66.14684	29.56732	169.82007	-32.792095	-1.8310548e-08	-0.013729474	3.90625e-07	0.18068008	94.33791	-45.46318	65844.98	-8150.3984	0	0	1.4646338	0.0	1.9340597	0.009294677	880000.0	8554.820307731628
