Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Alpha	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
44	-334.528	168.03333	60.78452	-678.92737	764.0	1519.0273	4670.0	0.0	1000.0	682770.0	0.7586333333333334	-32.858746	9.354639	60.22945	-46.892475	102.1118	47.144207	198.44896	-108.579475	1.2207031e-08	-0.011491792	0.0	-0.11588438	228.20247	-47.893875	31313.633	-3331.2832	0	0	1.7176477	0.0	1.8058994	0.009321315	900000.0	8601.838324069977
45	-296.32825	133.10619	-36.20943	-559.5844	468.5	859.4258	2890.0	0.0	1000.0	692140.0	0.7523260869565217	-33.17451	12.054419	65.09692	-49.999832	69.52975	42.466393	203.81497	-87.146416	-3.0517577e-09	-0.01267909	4.882813e-07	-0.08766187	239.66397	-70.488815	17837.865	-1752.0488	0	0	1.6377363	0.0	1.8079025	0.009631614	920000.0	8793.446108579636
46	-313.96832	130.24245	16.079803	-499.78265	779.0	1197.8268	4390.0	0.0	1000.0	707720.0	0.7528936170212766	-30.51766	11.587058	66.970184	-47.79384	47.903084	24.783382	203.75443	-80.147415	-6.1035155e-09	-0.0102051385	0.0	0.08844512	141.46797	-28.62442	33607.348	-2278.414	0	0	1.9349287	0.0	1.8075008	0.008900625	940000.0	8984.884204387665
47	-239.39148	146.58296	60.684887	-547.3103	799.5	1153.0891	3790.0	0.0	1000.0	723710.0	0.7538645833333333	-28.459473	16.096481	68.02104	-52.177174	75.91081	35.41681	209.55531	-95.928986	1.9836426e-08	-0.01177731	3.90625e-07	-0.17260586	215.9248	-54.85144	24886.902	-1241.5488	0	0	1.714514	0.0	1.7880807	0.008954545	960000.0	9176.478454589844
48	-299.08838	101.32625	-68.61355	-464.52533	529.0	1168.8193	4320.0	0.0	1000.0	734290.0	0.7492755102040817	-27.96035	10.183578	66.76527	-49.613056	68.60023	33.25287	213.68474	-136.6064	9.155274e-09	-0.011234967	2.1484375e-06	-0.10033652	123.55615	-29.543457	23532.805	-1563.0742	0	0	1.8403765	0.0	1.7971249	0.009894774	980000.0	9367.444559335709
49	-292.8627	101.134964	-69.21501	-439.53522	1325.0	1993.8643	7150.0	0.0	1000.0	760790.0	0.76079	-28.87171	9.861726	66.860435	-41.598923	51.716354	30.877598	214.75038	-43.083202	-6.1035155e-09	-0.012810159	3.125e-06	0.04540078	139.73055	-37.280922	62126.348	-9082.527	0	0	1.650837	0.0	1.8126926	0.009636697	1000000.0	9559.16973400116
50	-306.86752	186.64957	138.42418	-631.18115	562.5	1133.3087	3620.0	0.0	1000.0	772040.0	0.7569019607843137	-28.731821	14.243682	64.97857	-41.902428	119.33425	40.261448	227.36224	-57.508224	-6.1035155e-09	-0.013031731	-1.3671875e-06	0.0032188476	292.994	-75.774994	23914.004	-4122.4453	0	0	1.5156131	0.0	1.8071758	0.008923959	1020000.0	9751.067826271057
51	-296.09433	128.67567	-35.989777	-522.1231	692.0	1020.929	3430.0	0.0	1000.0	785880.0	0.7556538461538461	-32.529305	12.795253	65.46078	-47.63459	67.13404	37.170452	228.0133	-43.888317	9.155274e-09	-0.011657526	-4.882813e-07	0.02274619	191.24664	-50.675003	22041.094	-708.47656	0	0	1.7435989	0.0	1.7693579	0.009384605	1040000.0	9942.89835858345
52	-294.70422	149.99945	-19.278952	-645.16815	409.5	721.10657	2740.0	0.0	1000.0	794070.0	0.749122641509434	-29.491713	14.727511	69.87676	-44.72027	63.25376	27.199043	227.1156	-6.5200186	1.9836426e-08	-0.013211116	3.90625e-07	-0.0051902346	286.3943	-96.582275	12083.333	-1392.2041	0	0	1.5690196	0.0	1.8026252	0.009141346	1060000.0	10133.725581169128
53	-279.73294	156.00749	30.240788	-472.17407	842.5	1395.9402	4640.0	0.0	1000.0	810920.0	0.7508518518518519	-29.802004	19.88263	77.60157	-46.77075	37.23084	26.4882	224.83012	-38.139816	1.525879e-08	-0.012128313	1.5625e-06	0.17619413	238.50465	-61.948624	30659.914	-3488.875	0	0	1.7102811	0.0	1.7962033	0.009683128	1080000.0	10325.173816919327
54	-315.96365	175.59615	13.003029	-652.4439	788.5	1154.3842	3210.0	0.0	1000.0	826690.0	0.7515363636363637	-30.597324	15.656186	71.69344	-47.890816	78.28255	29.457468	234.51602	-80.47101	-3.967285e-08	-0.0128113525	1.171875e-06	-0.019295704	324.82874	-109.007706	27630.605	-5676.0703	0	0	1.5616668	0.0	1.7772439	0.009798335	1100000.0	10515.872549295425
55	-239.35046	187.38194	160.87704	-651.9145	395.0	876.3361	3530.0	0.0	1000.0	834590.0	0.7451696428571428	-29.536503	24.42204	85.6719	-51.449966	57.607594	35.090706	244.08612	-53.43583	1.6784668e-08	-0.011676146	1.5625e-06	0.021939062	407.02426	-125.55521	13239.243	-1780.0684	0	0	1.6999935	0.0	1.7772009	0.009600169	1120000.0	10708.195527791977
56	-274.622	185.39113	-8.104609	-766.0019	792.0	1253.3579	3570.0	0.0	1000.0	850430.0	0.7459912280701755	-25.13805	21.882236	78.87243	-48.56548	39.602768	33.224976	246.99504	-40.60878	6.1035155e-09	-0.012285681	-3.90625e-07	-0.111738674	452.9139	-217.06046	26625.82	-4700.748	0	0	1.608717	0.0	1.7891942	0.009254141	1140000.0	10898.969041347504
57	-320.81845	118.49057	-76.760315	-526.2153	1200.5	1494.7123	4240.0	0.0	1000.0	874440.0	0.7538275862068966	-31.330591	16.428549	82.96519	-61.288574	73.64077	62.956375	256.7853	-27.444006	6.1035155e-09	-0.0127234375	1.171875e-06	0.013714844	194.09586	-66.22609	34993.758	-4470.6113	0	0	1.691604	0.0	1.7996795	0.009507865	1160000.0	11090.823141098022
58	-272.88034	140.2196	118.18229	-503.0744	524.5	1027.2802	3610.0	0.0	1000.0	884930.0	0.7499406779661016	-32.965427	12.230147	61.055733	-54.441505	90.01688	45.564674	282.52628	-30.113081	-9.155274e-09	-0.0163315	-5.859375e-07	0.0013846679	253.47003	-127.06729	22225.068	-4106.3027	0	0	1.3554233	0.0	1.8117411	0.009243113	1180000.0	11281.856147050858
59	-267.87448	166.29907	6.188977	-612.569	720.5	1272.2322	5220.0	0.0	1000.0	899340.0	0.74945	-24.613295	27.1302	99.900345	-57.079895	63.326263	54.29277	288.82303	-60.984318	6.1035155e-09	-0.013492626	3.90625e-07	0.16991055	347.06586	-160.81844	33446.38	-3909.457	0	0	1.4742476	0.0	1.7992	0.009305424	1200000.0	11473.430300474167
60	-239.58505	197.82744	151.58786	-607.03735	1257.5	1457.0857	4220.0	0.0	1000.0	924490.0	0.7577786885245902	-25.816015	22.372149	73.76425	-56.243626	64.9394	44.398296	293.1421	-41.788784	1.8310548e-08	-0.010837765	-2.734375e-06	0.08630352	356.2063	-108.502655	45991.555	-7128.3633	0	0	1.8066131	0.0	1.7774129	0.009316492	1220000.0	11666.215778589249
